Identifier,Tag: Name,Service,Type,Region,Tag: AppName,Tag: BudgetCode,Tag: CitcoEnterpriseTags,Tag: ClientData,Tag: ComponentGroup,Tag: ComponentType,Tag: Cost,Tag: EBSBudgetCode,Tag: EBSCostCenter,Tag: Env,Tag: Environment,Tag: LOB,Tag: Project Code ,Tag: RpaProject,Tag: RunSchedule,Tag: ScheduleMessage,Tag: SubProject,Tag: System,Tag: TagName,Tag: aws:cloudformation:logical-id,Tag: aws:cloudformation:stack-id,Tag: aws:cloudformation:stack-name,Tag: lambda:createdBy,Tags,ARN
cais-task:94,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:94
deadline-task:154,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:154
chatbot-task:411,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:411
deadline-task:29,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:29
chatbot-task:13,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:13
chatbot-task:107,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:107
cais-task:356,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:356
deadline-task:180,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:180
aeoi-task:241,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:241
cais-task-api:131,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:131
aeoi-task:230,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:230
cais-task-api:216,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:216
cais-task-api:27,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:27
aeoi-task:726,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:726
aeoi-task:47,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:47
aeoi-task:747,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:747
aeoi-task:96,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:96
chatbot-task:357,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:357
aeoi-task:795,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:795
aeoi-task:492,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:492
cais-task-api:7,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:7
pricing-pack-task:13,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:13
cais-task:291,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:291
cais-task:182,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:182
chatbot-task:131,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:131
deadline-task:2,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:2
pricing-pack-task:39,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:39
cais-task-api:186,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:186
cais-task:20,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:20
aeoi-task:538,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:538
aeoi-task:14,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:14
aeoi-task:554,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:554
aeoi-task:612,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:612
aeoi-task:672,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:672
aeoi-task:192,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:192
aeoi-task:3,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:3
aeoi-task:345,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:345
cais-task:202,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:202
aeoi-task:397,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:397
pricing-pack-task:139,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,CAIS-PRICING-PACK-062020,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:139
deadline-task:120,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:120
aeoi-task:767,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:767
pricing-pack-task:168,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,CAIS-PRICING-PACK-062020,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:168
chatbot-task:104,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:104
chatbot-task:188,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:188
aeoi-task:525,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:525
chatbot-task:160,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:160
aeoi-task:52,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:52
chatbot-task:252,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:252
deadline-task:187,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:187
aeoi-task:661,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:661
cais-task:13,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:13
aeoi-task:772,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:772
aeoi-task:505,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:505
trade-task:35,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,trade,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/trade-task:35
cais-task:360,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:360
cais-task:136,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:136
aeoi-task:197,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:197
pricing-pack-task:106,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:106
aeoi-task:694,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:694
cais-task:241,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:241
cais-task:137,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:137
pricing-pack-task:37,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:37
aeoi-task:678,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:678
aeoi-task:536,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:536
chatbot-task:554,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:554
chatbot-task:137,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:137
